norm_title,description,sentiment_score,violence_flag,genres,audience_group
grease,John Travolta and Olivia Newton-John star in this hit musical comedy about a greaser and the good girl he falls for – much to his friends' chagrin.,0.6808,0,"('comedy',)",
great yellowstone thaw,This series explores the effects of the extreme temperature variations at Yellowstone National Park on the animals that live there.,0.0,0,"('documentary',)",
green room,"At the end of their low-budget tour, a punk band accepts a gig at an isolated rural club, only to discover that their hosts are neo-Nazis.",0.0,0,"('horror', 'thriller')",
green white green,"Three young Nigerian bohemians, each from one of the country's major ethnic groups, explore the directions in which their lives could go.",0.0,0,"('comedy',)",
gringo the dangerous life of john mcafee,"Tech tycoon John McAfee made millions from his anti-virus software. Now, he may be best known for his bizarre and scandalous lifestyle.",-0.128,1,"('documentary',)",
growing up coy,"Filmmakers follow a Colorado family's highly public battle for the rights of their transgender daughter, Coy, in a landmark civil rights case.",-0.3774,0,"('documentary',)",
gun runners,Two roaming Kenyan bandits attempt to change the course of their lives by exchanging their rifles for running shoes.,0.0,0,"('documentary',)",
guy martin last flight of the vulcan bomber,Guy Martin assists in preparing the last airworthy Vulcan bomber for a farewell tour while revealing the stories behind the iconic aircraft.,0.0,0,"('documentary',)",
héroes,"When an earthquake hits Chile, rescue workers must put aside their differences to save the country from a businessman's evil scheme.",0.2732,0,"('comedy',)",
hükümet kadin,"When an uneducated mother of eight suddenly becomes mayor, she uses the skills she's learned as a housewife to keep her town running like clockwork.",0.3612,1,"('comedy',)",
hükümet kadin 2,"In 1949, with freedoms threatened, housewife Hükümet is unaware of her future life in politics as she faces off with liar and mayoral hopeful Faruk.",-0.3818,1,"('comedy',)",
ha unlimited,"Three comedians launch a company designed to spread happiness far and wide in this Thai sitcom packed with gags, sound effects and special guests.",0.8176,0,"('comedy',)",
haapus,The son of an astrologer faces opposition from his superstitious father regarding his scheme of launching a mango business.,0.0,0,"('comedy', 'drama')",
hadi inşallah,A young woman recovering poorly from a bad romance gets a new lease on life after encountering a handsome man during a job interview.,0.5106,0,"('comedy', 'romance')",
hairspray,"In 1962, ambitious plus-size teen Tracy Turnblad tries to integrate a racially divided Baltimore one Watusi at a time.",0.4767,0,"('comedy',)",
halo the fall of reach,Witness the origins of Master Chief and the Spartan program as a group of children transform into enhanced soldiers and fight a powerful alien threat.,-0.4939,1,"('action', 'sci-fi')",
hamara dil aapke paas hai,"Love blooms when kind-hearted Avinash takes in Preeti, a woman shunned by society, but the unorthodox living situation creates quite a stir among the neighbors.",0.6428,0,"('drama',)",
hamburger hill,The Vietnam War's horrors come brutally to life through the eyes of American soldiers trying to take a heavily fortified hill under Vietcong control.,-0.8271,1,"('action', 'drama')",
hamzas suitcase,"When a con man tries to retrieve a bag of money, he swoons for a woman with ties to a notorious crew of criminals.",-0.765,0,"('comedy',)",
hangman,"A homicide detective, a criminal profiler and a journalist team up to nab a serial killer whose murders are inspired by the classic game of Hangman.",-0.8591,1,"('thriller',)",
hank five years from the brink,"From Joe Berlinger, director of the ""Paradise Lost"" trilogy, comes this documentary about controversial former U.S. Treasury Secretary Henry Paulson.",0.4404,0,"('documentary',)",
hannibal,This drama series focuses on the early years of the relationship between FBI criminal profiler Will Graham and homicidal cannibal Dr. Hannibal Lecter.,-0.5267,0,"('horror', 'thriller')",
happy 300 days,"An unexpected pregnancy sends a woman back to her hometown to share a house with three nice guys. Each has problems, but each would make a great dad.",0.8074,0,"('comedy', 'romance')",
happyish,"A middle-aged adman is shaken up by his new boss, a 25-year-old who advises him to ""rebrand"" himself. Is it possible, or is this as good as he'll get?",0.3818,0,"('comedy', 'drama')",
hard tide,A drug dealer who's been emulating his father's successful criminal career is forced to go on the run with a young girl in this fact-based thriller.,-0.296,0,"('drama',)",
harlem globetrotters the team that changed the world,Relive the greatest moments of the Harlem Globetrotters with this documentary that chronicles the team's legendary 1948 defeat over the Minneapolis Lakers and their historic 1951 Berlin trip.,0.296,0,"('documentary',)",
harold kumar escape from guantanamo bay,Harold and Kumar jump on a plane to catch up with Harold's love interest but must change their plans when Kumar is accused of being a terrorist.,-0.775,1,"('comedy',)",
harold kumar go to white castle,Buddies Harold and Kumar set out to satisfy a stoner craving for hamburgers but end up on an epic journey when they can't find White Castle.,0.25,0,"('comedy',)",
harold and lillian a hollywood love story,"Storyboard artist Harold Michelson and his film researcher wife, Lillian, recall the influence they had on 60 years of Hollywood's biggest hits.",0.0,0,"('documentary',)",
harold shipman driven to kill,"Interviews and dramatic reconstructions illuminate the twisted motivations and brazen crimes of serial killer and respected physician, Harold Shipman.",-0.296,1,"('documentary',)",
harriet the spy blog wars,Intrepid writer Harriet Welsch is determined to become the class blogger despite stiff competition from her snooty archrival.,0.34,0,"('comedy',)",
harry bunnie,A young wannabe magician and his mischievous stage rabbit battle and sabotage each other while putting on shows.,-0.7184,0,"('comedy',)",
harry and snowman,"With only a strong will and a cheap horse, a former agent of the Dutch underground in World War II sets out to become a champion show jumper.",0.5106,1,"('documentary',)",
hart of dixie,Fast-talking city girl Zoe Hart winds up patching up the locals of a tiny town in the Deep South when she inherits a medical practice in Alabama.,0.0,0,"('comedy', 'drama')",
hati perempuan,Sparks of both passion and contempt fly when a self-sufficient architect is forced to work with a snobbish industrialist.,-0.6908,0,"('drama', 'romance')",
haunting on fraternity row,"When a fraternity's last big luau serves up horrible deaths to its partygoers, the brothers learn firsthand about their house’s frightening history.",-0.7717,1,"('horror',)",
have you seen the listers,This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.,0.0,0,"('documentary',)",
havenhurst,"An alcoholic with a tragic past rents an apartment in a building for those in recovery, but soon learns the truth about residents who get ""evicted.""",0.2382,0,"('horror', 'thriller')",
he named me malala,"This documentary tells the story of a teenage Pakistani girl shot for her advocacy of women's education, her survival, and her continued efforts.",0.0,0,"('documentary',)",
hes out there,"While vacationing at a remote lake house, a mother and her daughters become pawns in the twisted game of an ax-wielding psychopath.",0.0,0,"('horror', 'thriller')",
head on,"This edgy drama follows 19-year-old Ari, a gay Greek-Australian whose roiling ethnic- and sexual-identity struggles lead to a wild, 24-hour odyssey.",-0.3612,0,"('drama',)",
heal,"Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health.",-0.1027,0,"('documentary',)",
heartbreakers,"In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it.",-0.2263,0,"('comedy', 'romance')",
heartthrob,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones.",0.8442,0,"('thriller',)",
hell or high water,"In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit.",0.5994,0,"('drama',)",
