norm_title,description,audience_group,genres,sentiment_score,violence_flag,label
strictly ballroom,"Dumped by his partner just before a major dance competition, gifted hoofer Scott Hastings is forced to take a graceless neophyte as his new partner.",child,"['comedy', 'romance']",-0.6908,0,1
aerial,"In the City Without a Voice, only faceless singer the Voice can still vocalize. Everyone else has lost the power of speech as they let Mr. TV's broadcasts speak for them. But when Mr. TV kidnaps the Voice, things change.",adult,"['drama', 'sci-fi']",-0.1655,0,0
kill bill vol 1,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle. But she lives – and plots her vengeance.",adult,['action'],-0.3506,0,0
something in the rain,"Reunited with her best friend’s younger brother, who’s back from a stint abroad, a recently dumped career woman begins to see him in a new light.",adult,['romance'],0.3612,0,0
legend of the naga pearls,"A petty thief teams up with two bickering accomplices to safeguard a powerful relic and save humankind from a tribe of vengeful, winged humanoids.",adult,"['action', 'sci-fi']",0.5267,0,0
emicida amarelo live in são paulo,"Brazilian rapper Emicida brings his progressive rhymes and eclectic beats to São Paulo's Theatro Municipal as he performs hits from the album ""AmarElo.""",adult,['documentary'],0.0,0,0
amityville horror,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz family, whose new home has a gory past and a legacy of demons.",adult,['horror'],-0.5719,0,0
taking of pelham 123,"When a group of hijackers takes passengers aboard a subway train hostage and demand a ransom, it's up to dispatcher Walter Garber to bring them down.",adult,['action'],-0.1027,1,0
family,"Taken in by the yakuza at a young age, Kenji swears allegiance to his old-school boss, pledging to adhere to the family code amid ever-changing times.",adult,['drama'],0.0516,0,0
dear santa,"[""Finding a alphabetic character post to Saint nick by a girl asking for a new wife for her dada, twentysomething Crystal set out to get the girlfriend ' s wishes come unfeigned.""]",child,"['comedy', 'romance']",0.5267,0,1
incognito,"This romantic thriller follows top forger Harry who is hired by British art dealers to fake a half a million dollar Rembrandt. After making the fake, Harry's buyers take it to a London expert who reject its authenticity. The situation turns tense when guns go off and Harry takes a hostage.",adult,"['drama', 'romance']",-0.7506,1,0
mumbai delhi mumbai,"In Delhi for the first time, a Mumbai girl loses her phone but gets a surprise chance at true love with a local boy who begrudgingly helps her.",adult,"['comedy', 'romance']",0.9545,0,0
sky tour the movie,"From the preparations to the performances, this documentary showcases Vietnamese pop idol Sơn Tùng M-TP and the passion behind his Sky Tour concerts.",child,['documentary'],0.4588,0,1
naledi a baby elephants tale,['Scientists and carnal keepers fight to save an orphaned sister elephant at a rescue refugee camp in Republic of botswana while struggling to defend it entire mintage.'],child,['documentary'],0.2732,1,1
boushkash,A former goalkeeper-turned-talent scout embarks on a mischievous adventure to recruit players for Egyptian football clubs.,adult,['comedy'],0.3182,0,0
i am woman,"In the 1960s, Australian singer Helen Reddy struggles with misogyny in the music business — until she records an anthem for the women's movement.",adult,['drama'],-0.3612,0,0
ride,"When her son (Brenton Thwaites) drops out of school in New York, a mother (Helen Hunt) drops everything to follow him to California. There, with help from an expert surfer (Luke Wilson), she finds a fresh start of her own in this hilarious and touching film about a mother, her son, and so much more.",adult,['comedy'],0.7978,0,0
lansky,"When the aging Meyer Lansky is investigated one last time by the Feds who suspect he has stashed away millions of dollars over half a century, the retired gangster spins a dizzying tale, revealing the untold truth about his life as the notorious boss of Murder Inc. and the National Crime Syndicate.",adult,['action'],-0.9001,1,0
spenser confidential,"Spenser, an ex-cop and ex-con, teams up with aspiring fighter Hawk to uncover a sinister conspiracy tied to the deaths of two Boston police officers.",adult,"['action', 'comedy']",-0.7717,1,0
dr seuss the grinch,['A crank with a mean stripe plot to bring Christmastide to a halt in the pollyannaish township of Whoville. But a generous small girl could change his heart.'],child,['comedy'],0.7717,0,1
porto,"In a coastal Portuguese city, an erotic encounter ensues between an American expat and a French student, resonating through their lives years later.",adult,"['drama', 'romance']",0.0,0,0
lakeeran,"['Guilt feelings - ridden ended his involvement in a fatal auto accident, a immature x - pat issue to Punjab, falling for a char who carries harm of her own.']",child,"['drama', 'romance']",-0.886,0,1
bobbleheads the movie,['A team of bobbleheads ring together to defend their collector ’ s home plate when uninvited relative barge in looking to steal from his prize compendium.'],child,['comedy'],0.0516,0,1
worlds most extraordinary homes,Award-winning architect Piers Taylor and actress/property enthusiast Caroline Quentin travel the world to tour unconventional homes in extreme places.,child,['documentary'],0.3612,1,1
family affair,The filmmaker hunts for the missing puzzle pieces of his family history during a visit with a complex and controversial figure: his grandmother.,child,['documentary'],-0.4588,0,1
night on earth,"This nature series’ new technology lifts night’s veil to reveal the hidden lives of the world’s creatures, from lions on the hunt to bats on the wing.",child,['documentary'],0.0,0,1
horrid henry,"[""To his family ' s frustration, Henry is skilled at make trouble, from babysitting pets in his bedroom to originate a shark panic at the swimming pool.""]",child,['comedy'],-0.8442,1,1
psych,"""Psych,"" USA's longest-running series, returns for Season 8! ""Psych"" stars James Roday, Dulé Hill, Corbin Bernsen, Maggie Lawson, Timothy Omundson and Kirsten Nelson, who makes her directorial debut.",child,['comedy'],0.0,0,1
slackers,"When geeky Ethan discovers three fellow students scamming the examination system, he blackmails them to win over the college's most popular girl.",adult,['comedy'],0.7425,0,0
whats up in space the solar system for kids,"[""What ' s Up In Space? is a refreshing series that introduces young learner to the solar organization. These fascinating topics are presented at a developmentally appropriate level, using a combination of live action, colourful illustrations and computer created animation. Each political program answer important questions in a fun, modern style. An award - winning series used in classrooms and households.""]",child,['documentary'],0.91,1,1
chefs table,"In this Emmy-nominated docuseries, find out what's inside the kitchens and minds of the international culinary stars who are redefining gourmet food.",adult,['documentary'],0.0,0,0
christmas inheritance,"To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others.",child,"['drama', 'romance']",0.4939,0,1
my big night,An unemployed man gets a job as an extra at the shooting of a New Year's Eve TV special that's beset by crises and seems to go on forever.,adult,['comedy'],0.4019,1,0
do the right thing,"On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy.",adult,"['comedy', 'drama']",-0.9413,1,0
forbidden planet,"A pulp-fiction sci-fi classic, Forbidden Planet stars Leslie Nielsen as a heroic starship captain who finds the paradise planet Altair-IV.",child,"['action', 'sci-fi']",0.7184,0,1
alexa katie,"[""Alexa is battling genus cancer. Just with her best protagonist, Katie, by her side, she ' s as well bulge gamey school – and ready for any comes future.""]",child,['comedy'],0.9022,0,1
lagaan,"['In nineties Republic of india, an arrogant British commander dispute the harshly taxed residents of Champaner to a high - wager cricket match.']",child,['drama'],-0.4404,0,1
she,An undercover assignment to expose a drug ring becomes a timid Mumbai constable’s road to empowerment as she realizes her dormant sexuality's potential.,adult,['drama'],-0.3818,0,0
america the story of us,"[""Wherefore exercise the United States become a worldwide superpower? U.s. The Story of U.s. is an epos 12 - hour television event that explores the country ' reciprocal ohm remarkable journeying.""]",child,['documentary'],0.7506,0,1
hillbilly elegy,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",adult,['drama'],0.2023,0,0
